"business_id","avg_review_stars","review_count","fries","chips","onion rings","nachos","wings","burger","monzarella stick","quesadillas","cheese","sandwitch","pizza","taco","popcorn","bacon","slider","fried","shrimp","salads","dip","nugget","oysters","peanut","chicken","beer","wine","cocktail","spirit","rum","whiskey","vodka","tequila","gin","daiquiri","manhattan","mojito","margarita","martini","waiter","waitress","park","wifi","restroom","price","music","band","light"
"PGCmPHJdeAREQKYbhBMA5w",3.75,156,-1,0,0,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ph7iO3to0eyvZKqQ1kJ4PA",4.54545454545455,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMekqD2-hGWHCjXYvp7CSg",3.31111111111111,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMx9_sQydPUj5KGvcm73Sw",3.66795366795367,259,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1MrJJ9tyNyfFrxaNZ67xFg",3.99082568807339,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K-SsrPH0nFExdpLrTo1X1w",3.93271028037383,535,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0
"qME1CvFxSrhqE6-YGcp3Rw",2.91608391608392,143,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ejaUQ1hYo7Q7xCL1HdPINw",3.6089552238806,1005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"KTPRYqiFdLowAUEAnN7e3g",4.08172043010753,465,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"j3IEZP4nQAt7fkxmerLMbA",4.03762376237624,505,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,-1,0,0,0,0,0,0
"-7H-oXvCxJzuT42ky6Db0g",3.35976789168279,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,1,1,1,0,0,-1,0,0,-1,0,1,-1,0,0,0,0,-1,0,0,0,0
"lKom12WnYEjH5FFemK3M1Q",3.52878289473684,1216,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LQFmktF43j2NPncKdNd9mg",4.06364922206506,707,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"CaETzvd1cA5mYaCReGAHjA",2.90344827586207,145,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0
"wmCBxE0PfLZD8sxIwAY59Q",3.91415662650602,664,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"aY8xiGLpTjIkz6FAJbCy7A",3.29508196721311,427,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0
"Q9veWOu7mFj881o3nqB4bQ",3.46590909090909,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ul6JwluSTm12PVDIqnNaTg",4.05280528052805,606,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"z2RiCl_iU-8bM4Lj1zNL8g",4.32214765100671,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TYZIMuHwhZo_Hizenmf8Pg",3.20987654320988,81,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Mv7N0bU56dhtoDP-m2JOow",3.63725490196078,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"LkcGDfznt-QzjL22fO3F4Q",3.5546218487395,119,0,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SpXBHrRfXJdocVkQa16zxg",2.91666666666667,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"bCa0CY4F74N5lCEVOquKkg",3.84444444444444,270,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,1,-1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0
"dn1Rifxhlq0kuqnXYzitEA",4.26190476190476,84,0,0,0,0,1,1,0,-1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
"eVCaX_hbNVFjM-XXahovYA",3.87096774193548,217,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"7mU3l5VjH1IxsXcxBxUblg",3.64705882352941,255,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0
"FCUVjQf762no86Uzcbv1Tg",4.04054054054054,148,1,-1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"JFkY8zMcD_HLGcFTlxiV2Q",3.19130434782609,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5eKk8dA1QtKaQr_5i_SCRw",3.22907488986784,227,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0
"TKDL0wiztnEr_rMkX8ZomQ",3.36075949367089,158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQmEQkOhR4AwifvRPKqz_g",4.63888888888889,36,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lyn5sYu1rfxdmntbaOoZJg",2.70338983050847,236,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0,0,1,0,0,0,0
"e-ZkvfbMZi628OKVcoFOAw",4,152,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"xjRr3wvKig1rWIalTyZYPw",4.06521739130435,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O1ird5yRyuDFnOmYu90OoA",3.42559523809524,336,1,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,1,0,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"nkDSE-yhvLX4ij5fSzvb5Q",3.37735849056604,106,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Fr5R5w74Xg7sKMlt4PPtHg",3.35555555555556,180,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"jPWGcicuwRxciN5WGhz_wQ",4.62295081967213,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ndE42tcNzqjSEW_Ciz2BOw",3.74038461538462,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"oxig-TT9V2QttAvRqa5WNA",2.67469879518072,83,0,0,0,0,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"L95ppCbcWAt4LUWrCiEvPg",4.03030303030303,264,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DiSARzaWBeNyB4oU047TcA",3.94029850746269,201,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"klls1rEfABAUtO8J0YXSGQ",4.06586826347305,167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CK-Gv3vqIlWOrKP4fhT8_g",4.27659574468085,329,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mJ_ucQ2_3hfTsmCcKb-hgw",3.85897435897436,234,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"X2f2s37_cFKo4xpzGFqk1w",3.22222222222222,225,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kkD0tv_e5E6a8kRpLYEcaA",4.05639097744361,266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7hDLmP8WRdIpb5Bqzv1nwQ",2.34883720930233,43,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Mh7C6p0KsuZLCB0vjrPgbQ",3.81967213114754,61,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"BtcxknU-6axQwOhXvv9xkQ",4,69,-1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"vgFZrMMs2X22aCmxt8LWSA",3.34351145038168,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04kZ5CSh6oKhI5huU5bLdg",3.25311203319502,241,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"P4w7kxvrr4odvXdyQzXIvw",3.7,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ZyyE3aQixJwecjkmvl2nIg",4.01449275362319,69,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"jBKJMUcMuBmHqe5_U7GQ0Q",3.09782608695652,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Ei4voH2C7JgCyFmABY_CfA",2.37209302325581,43,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,1,0,-1,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
"dd88S7tQtZeDce61KqcVyA",3.77173913043478,92,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0
"gjSOLX7d8EmbMi86Me7s1g",3.60952380952381,105,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7wMB3wMbOp0gq3l6nHfOaA",3.62589928057554,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"SpDSWxO4rLUCRAa3K6wC1Q",3.8,85,0,-1,0,0,1,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"H6skMpg_g-sOrfTQf_Q5LQ",3.265625,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PdDpIGwBZoTYzOVasT-WuA",3.85,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0
"2XZ4g_ps_H55CmxFs4Pu8A",2.37837837837838,37,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"MfgewgMdqCx_JWk--6PgfA",3.08620689655172,58,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"_iUlt5rm-15QoLw0MEEg5A",3.81818181818182,33,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,1,0,0,0,0,0,0
"q6BzQz426uH6rB7bmZvexQ",2.77777777777778,45,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
"9O-PjeUlUGx0h1URxeSTCg",3.81651376146789,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"RUnq8jOzySCpRa5X64FgJQ",3.92452830188679,53,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"pgK0mBQLth1C3DubvmWH3w",3.41666666666667,48,0,0,0,0,1,0,0,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"m_zeXzkj3btfvRJiPVw8Ug",3.82954545454545,88,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ky0X7OLqSeBpvNNf0NjVcg",3.4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3_tWe-D5if9y8RrmMrN7AQ",3.82882882882883,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0
"F1vdFYr7P4Xb3uAQ2AYgzQ",3.51923076923077,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"NcNzTKVatkbRkD_G8A891A",3.60287081339713,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FZpyIiCAsr7Twkw4tQeqPA",3.10810810810811,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"10NSeX03xC2th8-HGFq3sw",3.72641509433962,212,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,-1,1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"v2R_QhaLPvxKbdpJp8lPdA",2.62857142857143,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
"e6abKOxJ2CyEwXLq2tI-yQ",3.96022727272727,176,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,1,0,1,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"JVJ9v-gFH68m6hA1NyQmbg",2.64864864864865,74,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ntxi-hG9qbJwC24EbhT5jA",2.83870967741935,31,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"9tp082Mk5-Ux3x3YYjlyKg",3.17948717948718,78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,-1,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"7bSE9GOvftLyvwvyz9XJoA",2.875,40,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NoF90rswXBHESSyDaWeKKA",4.29891304347826,552,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,-1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"15RvAvPxUBl3HmnGMJdtTQ",3.8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"b_XIKJ2nNzksuWhfMTEehQ",3.46067415730337,89,1,-1,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"h14GmWZ8rXum9fXF__wt3w",3.15107913669065,139,1,0,-1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0
"MKd_EUD0PG__cOfIbeqYAg",4.41414141414141,99,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"irsqHZvvMdwK5iM3mFZ5Pg",2.52272727272727,44,0,1,0,0,-1,-1,0,0,0,0,0,0,0,1,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AThUjgEmgHgVdD242hjsAg",3.44117647058824,68,0,1,0,1,0,1,0,0,0,0,0,-1,0,1,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"wKlH90YB5RYFvJ8N3pstVw",3.84782608695652,138,1,-1,1,0,0,0,0,0,-1,0,0,0,-1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
"XUDOc980cjB0PZvVS-T6Eg",3.6063829787234,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,-1,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"35JjuQ6nsSNshtt5hyLUCQ",3.43373493975904,83,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0
"TMirWwTikHCn5H82K9QMXQ",2.98870056497175,177,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0
"_VHU9KZUHRLp2Hc2JOKlYg",3.95428571428571,175,1,0,0,0,1,1,0,0,1,0,0,-1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"iT9KMTR8NqYwSCW-zMUOxw",3.37179487179487,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"bdNyoXY4yJ99derJRqhP3Q",4.25,424,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
