"business_id","avg_review_stars","review_count","fries","chips","onion rings","nachos","wings","burger","monzarella stick","quesadillas","cheese","sandwitch","pizza","taco","popcorn","bacon","slider","fried","shrimp","salads","dip","nugget","oysters","sauce","peanut","chicken","beer","wine","cocktail","spark","spirit","rum","whiskey","vodka","tequila","gin","negroni","daiquiri","manhattan","mojito","margarita","martini","waiter","waitress","park","wifi","restroom","price","music","band","light","environment","atomsphere"
"NJ0RzuWd5xDqfJejYQZ65g",3.99492900608519,986,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"frCxZS7lPhEnQRJ3UY6m7A",4.18015267175573,1965,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"qQCsLGMncJp1xWUGnOKCQA",4.13728323699422,692,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,1,0,0,0,0,0
"sO2kZPPIlmp-c-APO7xCnw",3.74193548387097,93,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"NWlNMG_eBIvDjCcHK46eDQ",3.65612648221344,253,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"muvmtEIt9XhDkMwYwALSGA",4.07305936073059,219,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"PfSW2cTJyx2-q6T39sevow",4.01408450704225,142,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,1,0,0,0,0,0
"7Q2cYSl5NBYytJzgjX0oKw",2.87140439932318,591,1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
"v2p2jQ-FAse_FQI0LSh1pg",4.04065040650407,123,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"kOyVVsh-gJePd3Vb4eAOCw",3.44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bkkwt8E9MHvgCHn4lUFtow",3.56838905775076,329,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"OgJ0KxwJcJ9R5bUK0ixCbg",4.26482021379981,2058,0,0,0,0,0,1,0,0,0,0,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"p9v9Sl2g_ibaajWvO0NjkQ",3.72375690607735,543,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TEaBolNAkOdRm2gvIYz4OQ",3.33221476510067,298,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0
"pHd7QUYFmIt4E4irprwbuw",3.71317829457364,129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"v2tjswIV3e0c8o7_7MwYmg",3.41055718475073,341,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,0,1,0,0,0,0,0
"NUh5L9ZX-YrM5uAKhKQXoQ",3.825,80,0,-1,1,0,0,0,0,-1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"7MeMGh0SUlF-GuTyruwtcw",3.52747252747253,728,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0
"zbrFk-4ejesAJD8EwcdHxg",3.67750677506775,369,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
"lwpQQflP1CGJPV7QLybzOg",3.53681710213777,421,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"jOJaJatp88cqnkVo8D8RJg",3.76150627615063,478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0
"seYvTmOZGJ2IAMdfQa8pkg",3.6875,464,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0
"oFHvr1cAktvU-bQgrl4aPw",4.23425196850394,508,0,0,0,0,0,1,0,-1,-1,0,0,0,0,1,0,0,0,-1,1,0,0,1,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"pV0eHAVd-guPjogXLnJ_Sg",4.22093023255814,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"u-SJ5QUwrNquL9VnXwl8cg",4.46066504460665,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"HJFKqzhV4n4ZWepneOzFhQ",4.07954545454545,88,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"6AgvdkMHPvAGpxs7gdx38Q",3.31632653061224,98,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,1,0,0,0,0,0
"ng8vj7q4kFt7d4Ud4lBhHQ",3.73626373626374,182,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VbqtbvvtNOe-YKA61-fSNA",3.91290322580645,310,0,0,1,1,0,1,0,-1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"_IQ9VXQ8WsyLmhw6HkGTHA",3.48979591836735,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0
"S-oLPRdhlyL5HAknBKTUcQ",4.44594594594595,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"lpQziF9QCVZQRkxac1xzcw",4.43617021276596,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,1,1,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SkO0Kd4_bO4VWTzCa_k8_g",4.19166666666667,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
"rOKEgdzmhzT99Ob_OmPE0Q",2.95744680851064,235,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0
"STtrEGylaYOXoXQFLP5OAQ",3.73190789473684,608,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"UESdOMLsXn_7WcwOZt7I3A",3.62899786780384,469,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,1,1,0,0,0,1,-1,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0
"yRvmDKX-Ocgd8zq_iMgujA",3.90086206896552,232,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0
"EV1jAj7NFNmNIqOnwZ4Acw",3.68634686346863,542,1,0,0,0,1,1,0,-1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0
"bFFqpUl8Ix7CYPem9CxpFg",2.52564102564103,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yUkOP3Tmdp1pWA7p3zHboQ",3.33157894736842,190,0,1,0,0,1,0,0,0,0,0,1,0,0,-1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"plWuv4gda7m0KlqCNhrb4w",4.11725452812202,1049,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Ns20WGWn6s6niKAGIQB4UQ",4.20856610800745,537,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0
"OYINXFNsJH1th423Pb3qxw",3.875,200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,1,0,0,0,0,0
"ASdpD0gdrOZ7dPh2RS-fJg",4.22884012539185,319,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"ALn_0f-Usn3n0a9WBcjhhg",3.61242236024845,805,-1,-1,-1,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"rMtphJbzFYA3eLx-AT62vA",2.87387387387387,111,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0
"fmyo8-JBOu5bjczEsLJyBA",3.33333333333333,51,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0
"dPFGRDC3Hsi1mDKxvKz_9Q",4.01408450704225,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0
"M5jKFdL0vLcBzdPh-mLnAQ",3.38805970149254,134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0
"FirWX-Ep5203TsdiGgShKg",3.79652996845426,634,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,-1,1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"vC23Fq8lMkNiZ4F8yh3ukQ",3.41734417344173,369,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ec9mv9cUMObXqyh3yjgIbA",4.42424242424242,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
"-BxWyEIQ6wypT-37MzZizQ",3.84155844155844,385,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,-1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"sR9hPrIaG-J-GLcl4yaiLw",3.87941176470588,340,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,1,1,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"k346E5EyDnBrqOwrP8xf8g",3.6375,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0
"ZCzey5aPhd7jYIoHsUfjmQ",4.29113924050633,869,1,1,0,0,0,1,0,0,1,0,0,-1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,-1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"tuIg103yDqCEcTk5J_h8ow",4.4496644295302,298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0
"K2dYG5yOd1i4keB9yMIYuw",3.6271186440678,59,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"fSFzgt_QzJRUN0qNzTAwig",3.92380952380952,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,1,0,0,0,0,0
"_sOni_t0FvAQuUDBEGe3Gg",3.55108359133127,323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"cTJjTKz2huGZ-ElScC2pSw",4.19099099099099,1110,1,0,0,1,1,1,0,0,1,0,0,0,0,1,-1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"VEe-_Yc1fbEtUjkACEjLpA",3.7093023255814,430,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0
"R3B_ibZvlrgzch_UkYQkrg",2.86029411764706,136,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Jm0o88tqhL0VvrJ83IZAow",3.71428571428571,63,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"p3JG2He3UptGY0eqc2YX8g",4.27884615384615,104,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gSPqD1DR3lzgoaifIhdF_w",3.60696517412935,603,1,0,0,0,1,1,0,0,-1,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0
"NwVj3tbEcR2F8fbrcOEV0Q",3.6525,400,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,-1,0,-1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"Gz9SlLqxS6wnxPvgdOQNrA",4.17301414581066,919,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,-1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0
"raVyoZbWWuN7JcFUdT7k2g",3.85875706214689,177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,-1,0,0,0,0,0,0
"wERcL1KznuTgfltSKQt_jg",2.72527472527473,273,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0
"wcNvlrB5xSxzXex2M3UyvQ",3.07692307692308,117,0,0,0,1,0,-1,0,0,-1,0,1,-1,0,0,0,0,0,1,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"rW5N-fiNhqb-fR3bGqyPdg",3.71165644171779,326,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
