,business_id,avg_review_stars,review_count,fries_count,fries_pos_count,fries_neg_count,chips_count,chips_pos_count,chips_neg_count,onion_rings_count,onion_rings_pos_count,onion_rings_neg_count,nachos_count,nachos_pos_count,nachos_neg_count,wings_count,wings_pos_count,wings_neg_count,burger_count,burger_pos_count,burger_neg_count,monzarella_stick_count,monzarella_stick_pos_count,monzarella_stick_neg_count,quesadillas_count,quesadillas_pos_count,quesadillas_neg_count,cheese_count,cheese_pos_count,cheese_neg_count,sandwitch_count,sandwitch_pos_count,sandwitch_neg_count,pizza_count,pizza_pos_count,pizza_neg_count,taco_count,taco_pos_count,taco_neg_count,popcorn_count,popcorn_pos_count,popcorn_neg_count,bacon_count,bacon_pos_count,bacon_neg_count,slider_count,slider_pos_count,slider_neg_count,fried_count,fried_pos_count,fried_neg_count,shrimp_count,shrimp_pos_count,shrimp_neg_count,salads_count,salads_pos_count,salads_neg_count,dip_count,dip_pos_count,dip_neg_count,nugget_count,nugget_pos_count,nugget_neg_count,oysters_count,oysters_pos_count,oysters_neg_count,sauce_count,sauce_pos_count,sauce_neg_count,peanut_count,peanut_pos_count,peanut_neg_count,chicken_count,chicken_pos_count,chicken_neg_count,beer_count,beer_pos_count,beer_neg_count,wine_count,wine_pos_count,wine_neg_count,cocktail_count,cocktail_pos_count,cocktail_neg_count,spark_count,spark_pos_count,spark_neg_count,spirit_count,spirit_pos_count,spirit_neg_count,rum_count,rum_pos_count,rum_neg_count,whiskey_count,whiskey_pos_count,whiskey_neg_count,vodka_count,vodka_pos_count,vodka_neg_count,tequila_count,tequila_pos_count,tequila_neg_count,brandy_count,brandy_pos_count,brandy_neg_count,gin_count,gin_pos_count,gin_neg_count,negroni_count,negroni_pos_count,negroni_neg_count,daiquiri_count,daiquiri_pos_count,daiquiri_neg_count,manhattan_count,manhattan_pos_count,manhattan_neg_count,mojito_count,mojito_pos_count,mojito_neg_count,margarita_count,margarita_pos_count,margarita_neg_count,martini_count,martini_pos_count,martini_neg_count,waiter_count,waiter_pos_count,waiter_neg_count,waitress_count,waitress_pos_count,waitress_neg_count,park_count,park_pos_count,park_neg_count,wifi_count,wifi_pos_count,wifi_neg_count,restroom_count,restroom_pos_count,restroom_neg_count,manner_count,manner_pos_count,manner_neg_count,price_count,price_pos_count,price_neg_count,reservation_count,reservation_pos_count,reservation_neg_count,seat_count,seat_pos_count,seat_neg_count,booking_count,booking_pos_count,booking_neg_count,employee_count,employee_pos_count,employee_neg_count,music_count,music_pos_count,music_neg_count,band_count,band_pos_count,band_neg_count,light_count,light_pos_count,light_neg_count,environment_count,environment_pos_count,environment_neg_count,atomsphere_count,atomsphere_pos_count,atomsphere_neg_count
10,NYf9TKBKPpa1wkA_uwIlfg,3.9900199600798403,501,18,2,3,43,9,5,0,0,0,3,0,1,3,1,0,245,42,105,0,0,0,0,0,0,113,22,41,0,0,0,1,0,1,1,0,0,0,0,0,16,1,1,0,0,0,14,3,1,0,0,0,5,1,1,4,0,1,0,0,0,0,0,0,38,11,6,0,0,0,42,8,8,137,47,13,16,3,1,18,6,0,2,0,0,4,2,0,16,2,1,1,0,0,8,1,1,3,1,0,2,0,0,41,4,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,32,4,5,33,3,11,18,1,3,0,0,0,4,0,1,4,0,1,55,23,5,4,1,0,56,6,6,0,0,0,2,0,0,25,11,3,33,7,7,44,10,4,7,3,2,0,0,0
11,wvCU61bSTtO8Cj7dhyrfMw,3.660377358490566,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,9,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,17,4,2,0,0,0,0,0,0,0,0,0,21,4,0,5,0,0,18,3,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,1,0,0,0,0,0,0,0,27,6,2,0,0,0,3,2,0,0,0,0,5,2,0,1,1,0,4,1,0,11,3,3,0,0,0,0,0,0
12,s913-wTSa-3repnsi2Yn_w,3.3733333333333335,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,0,0,21,0,2,0,0,0,0,0,0,34,10,3,2,1,1,6,0,0,1,1,0,0,0,0
13,NJ4S3JX56JEZGWlAfpF9kw,2.3908045977011496,87,42,3,6,0,0,0,1,0,0,0,0,0,7,1,1,47,6,7,0,0,0,0,0,0,41,5,8,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,1,0,0,6,0,1,0,0,0,3,2,1,5,1,0,1,0,0,0,0,0,8,2,0,0,0,0,25,1,3,50,8,8,3,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,14,3,3,0,0,0,0,0,0,2,0,0,0,0,0,22,5,2,1,0,0,14,5,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,0,2,2,0,0,0,0
14,2qjvYspb3bEmCaw1vmSk0g,3.789090909090909,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,1,31,8,1,1,0,1,6,0,1,0,0,0,0,0,0,32,9,2,0,0,0,14,6,4,5,2,0,13,5,0,19,8,1,1,0,0,0,0,0,2,0,2,0,0,0,3,2,0,0,0,0,0,0,0,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,19,0,1,18,0,1,5,0,3,0,0,0,1,1,0,0,0,0,61,17,3,11,1,0,27,2,3,0,0,0,1,1,0,1,0,0,15,2,1,22,7,2,4,1,0,0,0,0
15,yPgUkQxj8CYPKF89HV65kg,3.9533678756476682,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,7,2,0,0,0,76,16,7,0,0,0,0,0,0,4,0,0,0,0,0,11,2,1,4,0,0,3,0,0,4,2,0,0,0,0,0,0,0,50,15,4,0,0,0,5,3,1,4,1,0,38,8,1,12,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,8,4,2,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,14,1,1,18,2,0,12,1,1,0,0,0,0,0,0,1,0,0,29,3,0,39,4,5,16,5,0,0,0,0,0,0,0,0,0,0,11,3,0,28,9,1,1,1,0,0,0,0
16,oSrTdvRGrJ24ofcquIFoPA,3.8423236514522823,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,35,7,2,0,0,0,3,0,1,0,0,0,1,0,0,31,7,3,0,0,0,19,1,3,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,2,0,23,5,1,3,1,0,0,0,0,0,0,0,1,0,1,54,23,4,13,1,4,33,5,4,0,0,0,2,0,1,2,1,0,12,2,1,10,3,0,1,1,0,0,0,0
17,C37hwsGUHn_3-il0ypeY-Q,4.1206030150753765,199,58,21,8,13,3,1,0,0,0,0,0,0,0,0,0,41,11,3,0,0,0,0,0,0,18,8,1,0,0,0,6,2,0,4,3,0,0,0,0,14,5,0,0,0,0,10,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,5,1,0,5,3,0,2,1,0,65,23,7,0,0,0,8,4,1,1,0,0,2,1,0,6,2,1,3,0,1,5,1,0,0,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,1,11,3,1,10,1,2,0,0,0,0,0,0,0,0,0,25,17,2,1,0,0,33,10,1,0,0,0,0,0,0,22,8,0,20,5,0,12,2,2,4,4,0,0,0,0
18,xStWlT67YUdrdhfrNP0eQQ,2.6818181818181817,88,1,0,0,54,8,12,0,0,0,13,1,2,0,0,0,0,0,0,0,0,0,2,0,2,14,4,6,0,0,0,0,0,0,39,8,6,0,0,0,0,0,0,0,0,0,4,1,0,9,1,4,0,0,0,6,2,2,0,0,0,0,0,0,6,1,0,0,0,0,7,2,1,7,1,0,1,0,0,2,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,10,2,1,1,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,9,3,0,0,0,12,1,2,8,0,2,8,0,1,0,0,0,1,0,0,1,0,0,17,2,1,2,0,0,12,0,0,0,0,0,1,0,0,1,0,0,9,0,0,6,0,0,0,0,0,0,0,0
19,krsjoEks-XF-PLKjOJW66A,3.8,80,8,4,1,1,0,0,0,0,0,2,0,0,6,3,1,12,3,0,0,0,0,0,0,0,15,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,5,2,61,23,0,3,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,8,1,0,6,3,0,0,0,0,0,0,0,0,0,0,17,6,1,1,0,0,11,1,1,0,0,0,1,0,0,1,0,0,2,0,0,7,2,1,2,2,0,0,0,0
20,kGmntPru09mK3w8uD8oI8g,3.3333333333333335,39,9,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,9,1,2,7,2,1,0,0,0,1,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,6,3,2,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,1,11,0,1,0,0,0,1,1,0,0,0,0,4,0,0,4,2,0,0,0,0,0,0,0
21,8VjuH2GhJXauUigEEX9Q7Q,4.666666666666667,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,11,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,1,0,0,0,3,1,0,0,0,0,2,2,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0
22,yvqMh9kTv3Kx-tocc0DFBQ,4.236363636363636,165,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,20,10,2,7,4,1,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,2,3,0,0,0,0,0,0,35,4,2,0,0,0,21,3,2,0,0,0,0,0,0,16,7,3,2,0,0,12,1,2,4,2,2,0,0,0
23,UduPcMWfIVMAYRaIIpzSog,4.3125,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,10,3,0,0,0,0,2,0,0,0,0,0,1,0,0,8,2,0,5,0,0,10,1,1,1,1,0,0,0,0
24,zERyZLsAyB47bMZlfUV-SQ,3.5949367088607596,79,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,3,5,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,23,6,2,0,0,0,0,0,0,2,0,0,0,0,0,15,4,3,4,0,0,4,1,0,0,0,0,1,0,0,5,2,0,7,0,0,6,2,0,0,0,0,0,0,0
25,v14P9-vB1yjxFfFEYEWudw,3.9940828402366866,169,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,7,2,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,1,0,8,2,1,72,18,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,8,2,1,1,0,0,0,0,0,20,6,3,0,0,0,35,6,3,0,0,0,7,2,3,4,2,1,2,0,0,16,4,1,4,2,0,0,0,0
26,N3uOrQCnx_n_841Q8EwbzQ,4.046511627906977,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,18,1,2,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,3,0,0,0,0,0,1,0,1,5,2,1,0,0,0,3,1,2,0,0,0,0,0,0
27,MpWkXcBH1sSVcjReplDB3A,4.395348837209302,86,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,50,18,11,0,0,0,21,3,6,9,0,1,22,2,4,0,0,0,0,0,0,4,1,1,10,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,1,0,1,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,8,0,1,0,0,0,4,3,1,3,0,0,3,1,0,13,1,2,0,0,0,0,0,0
28,Pzf3VFw0MqZjlNjmPTEQtQ,3.7555555555555555,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,7,1,2,0,0,0,0,0,0,22,8,4,10,0,0,3,1,0,0,0,0,0,0,0
29,wlZceADqZ0m9Zw5qM4y3qw,4.397590361445783,83,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,56,17,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,9,6,2,0,0,0,11,2,0,0,0,0,0,0,0,20,7,2,5,0,1,8,1,1,3,1,1,0,0,0
