"business_id","avg_review_stars","review_count","fries_count","fries_pos_count","fries_neg_count","chips_count","chips_pos_count","chips_neg_count","onion_rings_count","onion_rings_pos_count","onion_rings_neg_count","nachos_count","nachos_pos_count","nachos_neg_count","wings_count","wings_pos_count","wings_neg_count","burger_count","burger_pos_count","burger_neg_count","monzarella_stick_count","monzarella_stick_pos_count","monzarella_stick_neg_count","quesadillas_count","quesadillas_pos_count","quesadillas_neg_count","cheese_count","cheese_pos_count","cheese_neg_count","sandwitch_count","sandwitch_pos_count","sandwitch_neg_count","pizza_count","pizza_pos_count","pizza_neg_count","taco_count","taco_pos_count","taco_neg_count","popcorn_count","popcorn_pos_count","popcorn_neg_count","bacon_count","bacon_pos_count","bacon_neg_count","slider_count","slider_pos_count","slider_neg_count","fried_count","fried_pos_count","fried_neg_count","shrimp_count","shrimp_pos_count","shrimp_neg_count","salads_count","salads_pos_count","salads_neg_count","dip_count","dip_pos_count","dip_neg_count","nugget_count","nugget_pos_count","nugget_neg_count","oysters_count","oysters_pos_count","oysters_neg_count","sauce_count","sauce_pos_count","sauce_neg_count","peanut_count","peanut_pos_count","peanut_neg_count","chicken_count","chicken_pos_count","chicken_neg_count","beer_count","beer_pos_count","beer_neg_count","wine_count","wine_pos_count","wine_neg_count","cocktail_count","cocktail_pos_count","cocktail_neg_count","spark_count","spark_pos_count","spark_neg_count","spirit_count","spirit_pos_count","spirit_neg_count","rum_count","rum_pos_count","rum_neg_count","whiskey_count","whiskey_pos_count","whiskey_neg_count","vodka_count","vodka_pos_count","vodka_neg_count","tequila_count","tequila_pos_count","tequila_neg_count","brandy_count","brandy_pos_count","brandy_neg_count","gin_count","gin_pos_count","gin_neg_count","negroni_count","negroni_pos_count","negroni_neg_count","daiquiri_count","daiquiri_pos_count","daiquiri_neg_count","manhattan_count","manhattan_pos_count","manhattan_neg_count","mojito_count","mojito_pos_count","mojito_neg_count","margarita_count","margarita_pos_count","margarita_neg_count","martini_count","martini_pos_count","martini_neg_count","waiter_count","waiter_pos_count","waiter_neg_count","waitress_count","waitress_pos_count","waitress_neg_count","park_count","park_pos_count","park_neg_count","wifi_count","wifi_pos_count","wifi_neg_count","restroom_count","restroom_pos_count","restroom_neg_count","manner_count","manner_pos_count","manner_neg_count","price_count","price_pos_count","price_neg_count","reservation_count","reservation_pos_count","reservation_neg_count","seat_count","seat_pos_count","seat_neg_count","booking_count","booking_pos_count","booking_neg_count","employee_count","employee_pos_count","employee_neg_count","music_count","music_pos_count","music_neg_count","band_count","band_pos_count","band_neg_count","light_count","light_pos_count","light_neg_count","environment_count","environment_pos_count","environment_neg_count","atomsphere_count","atomsphere_pos_count","atomsphere_neg_count"
"the19uDwR-41n8x861F7Hg",4.17777777777778,180,1,1,0,1,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,1,0,1,20,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,23,7,1,1,0,0,1,1,1,0,0,0,0,0,0,45,17,1,1,1,0,22,7,0,4,1,0,9,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,17,7,4,9,4,0,6,0,0,0,0,0,0,0,0,0,0,0,38,14,2,10,0,0,18,6,1,0,0,0,0,0,0,7,2,0,12,1,0,22,8,0,2,0,1,0,0,0
"tNxGH0dYx_JinTxnwwjZUA",4.04545454545455,198,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,314,91,28,22,3,3,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,2,0,0,0,12,0,0,1,0,0,13,2,1,1,1,0,40,14,0,0,0,0,0,0,0,44,15,4,33,5,3,56,5,3,4,1,1,0,0,0
"t8V_P7ZzRrhDQoqeoGVahQ",4.37323943661972,426,49,13,2,6,1,0,0,0,0,1,0,1,2,1,0,47,11,4,0,0,0,0,0,0,105,28,13,0,0,0,6,4,0,26,9,3,0,0,0,26,8,1,2,0,0,7,1,1,43,9,4,1,0,1,5,0,0,0,0,0,50,13,15,17,5,1,0,0,0,24,9,3,188,52,9,40,16,3,227,81,16,0,0,0,6,1,0,3,1,0,15,4,1,6,1,0,1,0,0,0,0,0,39,9,3,0,0,0,0,0,0,0,0,0,5,0,0,10,4,1,6,0,1,50,15,8,8,0,1,6,0,0,0,0,0,1,0,0,1,0,0,51,10,2,40,3,5,44,9,6,1,0,0,0,0,0,12,4,1,36,5,0,62,9,2,10,7,0,0,0,0
"WPV0ucYjnb2HOrNxSopv6A",3.76608187134503,171,8,1,1,2,0,0,0,0,0,0,0,0,10,3,1,1,0,0,0,0,0,0,0,0,38,11,4,0,0,0,311,64,20,0,0,0,0,0,0,5,2,0,0,0,0,3,1,0,5,2,0,12,7,0,4,0,0,0,0,0,0,0,0,35,7,4,0,0,0,36,12,7,25,8,4,8,4,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,2,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,11,2,0,15,4,1,0,0,0,1,0,0,3,1,1,17,5,4,0,0,0,15,5,0,0,0,0,1,0,1,2,2,2,5,1,1,12,3,1,1,1,0,0,0,0
"vqG1Z2XpS_PryPsfY0CSng",4.30238726790451,377,26,7,2,1,1,0,0,0,0,0,0,0,0,0,0,19,4,3,0,0,0,0,0,0,118,33,13,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,2,2,0,8,2,0,31,6,8,12,2,1,4,1,0,1,0,0,6,0,0,41,6,3,0,0,0,11,2,2,5,0,1,100,39,7,39,8,4,1,0,0,1,0,0,8,2,1,1,0,0,6,2,1,1,0,0,0,0,0,39,9,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,8,2,71,25,8,24,11,4,22,2,5,0,0,0,0,0,0,3,1,0,82,13,11,64,5,5,45,6,5,0,0,0,0,0,0,1,1,0,42,9,4,42,10,3,2,2,0,0,0,0
"hggVnGwA5042-ABxqeJX-A",4.41731066460587,647,50,16,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113,28,8,0,0,0,2,0,0,6,1,1,0,0,0,10,5,1,2,1,0,60,11,2,33,6,8,7,2,2,28,9,0,1,0,0,12,2,1,118,46,5,2,1,0,65,15,3,36,12,1,113,47,4,64,25,2,1,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,69,15,8,0,0,0,0,0,0,0,0,0,2,0,0,5,2,0,9,3,4,34,8,4,40,12,1,26,0,5,0,0,0,2,0,0,1,0,0,98,25,7,78,7,5,87,9,8,0,0,0,4,1,1,3,1,0,30,5,4,85,25,11,6,1,0,0,0,0
"bgvm73MMjC2f5qo_RgXOXg",4.08988764044944,267,17,5,0,1,1,1,0,0,0,0,0,0,0,0,0,31,4,1,0,0,0,0,0,0,81,26,5,0,0,0,1,0,0,0,0,0,5,1,0,32,8,1,1,0,0,15,5,2,17,3,0,8,0,0,4,1,0,0,0,0,4,2,0,23,9,4,2,1,0,22,3,3,15,4,0,59,18,2,42,13,5,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,2,1,0,1,0,0,34,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,13,6,10,2,1,8,0,0,0,0,0,1,0,0,1,1,0,55,9,0,26,2,5,33,12,4,0,0,0,3,1,0,9,3,3,16,5,2,54,13,2,5,3,0,0,0,0
"S9NEydYJRzVMmTtbzTTl8A",3.96969696969697,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,4,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0
"QH2OSulslnQ7Yn8Xs81SPg",3.90769230769231,195,11,4,0,15,2,1,0,0,0,2,1,0,12,2,0,0,0,0,0,0,0,0,0,0,59,11,2,0,0,0,0,0,0,18,8,1,15,3,1,4,0,1,0,0,0,9,1,0,10,2,2,3,0,0,13,3,2,0,0,0,45,9,2,10,1,2,1,0,0,7,3,0,259,81,19,6,1,0,16,6,1,0,0,0,1,0,0,5,1,2,3,0,0,3,0,0,0,0,0,0,0,0,23,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,18,4,3,2,0,0,0,0,0,0,0,0,0,0,0,25,5,1,1,1,0,16,3,0,0,0,0,4,0,0,8,3,1,5,1,0,15,0,1,3,3,1,0,0,0
"9yZPy1Vlr6W7J9tpLFubXA",4.08791208791209,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,36,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,21,2,2,0,0,0,4,0,0,10,3,1,7,1,2,16,1,1,0,0,0,0,0,0
"trodK1jXLGIn5qjJCooIpQ",3.87188612099644,281,19,4,1,0,0,0,10,2,0,0,0,0,34,12,2,24,7,2,0,0,0,0,0,0,82,16,6,0,0,0,27,7,3,0,0,0,0,0,0,6,1,0,2,1,0,46,11,4,15,1,4,8,3,1,4,2,0,2,1,0,16,3,0,34,12,3,0,0,0,111,26,7,18,3,2,68,21,5,10,3,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,31,7,3,30,9,4,12,2,1,0,0,0,1,0,0,1,0,0,70,6,1,30,3,2,25,5,1,0,0,0,3,0,0,2,1,0,36,6,2,29,6,2,2,1,1,0,0,0
"APjfN5hkcv0CZsGAxHIS3g",4.45454545454545,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CJty_bUZVJJaLFcTppxmzg",3.37096774193548,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,1,1,0,0,12,4,1,0,0,0,23,4,3,0,0,0,4,0,1,23,2,0,23,6,3,2,0,0,0,0,0,0,0,0
"c24ZZshnU3sKqHQF8K_7Yg",3.81889763779528,127,1,0,1,2,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,8,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,4,2,10,2,0,1,0,1,3,1,0,0,0,0,4,2,0,23,9,1,1,0,0,15,4,4,0,0,0,28,11,0,6,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,3,3,15,5,0,20,6,2,3,1,0,0,0,0,0,0,0,2,1,0,21,5,5,21,2,1,16,5,0,1,1,0,1,0,0,1,0,1,20,2,1,14,3,1,5,2,0,0,0,0
"tMlVZWa4SsI01qYMRQerKg",4.30952380952381,168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,53,12,13,0,0,0,59,13,6,1,0,0,5,1,0,3,0,2,0,0,0,4,0,0,0,0,0,4,3,1,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,11,1,1,38,12,5,46,12,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,2,1,0,0,0,0,0,0,0,0,22,7,1,1,0,0,16,3,1,0,0,0,1,1,0,1,0,0,2,0,2,22,4,3,5,4,0,0,0,0
"NwWYSYGHFyHQMmsXu0SiYA",2.92352941176471,170,78,11,8,5,1,1,19,4,2,8,2,1,9,1,2,308,52,37,0,0,0,0,0,0,56,5,7,0,0,0,0,0,0,0,0,0,0,0,0,20,2,1,1,0,1,17,4,2,0,0,0,7,0,1,4,0,1,0,0,0,0,0,0,16,0,0,1,0,0,25,2,3,20,5,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,8,0,3,25,1,4,11,2,2,0,0,0,0,0,0,1,0,0,26,3,2,0,0,0,17,3,4,0,0,0,4,0,1,0,0,0,3,0,2,9,0,1,2,2,0,0,0,0
"TZmMsbw5TbRqv8rmKj_aGg",4.40758293838863,211,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,3,0,2,1,1,0,6,2,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,5,2,0,218,75,20,92,36,8,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,0,0,1,0,0,22,7,1,0,0,0,20,1,1,0,0,0,9,2,0,38,11,3,7,2,1,5,1,0,2,0,0,0,0,0
"Abm-1HRGPyevBtnC3Rpxag",3.11527377521614,347,37,4,4,9,2,1,1,0,0,26,5,4,14,3,0,89,15,6,0,0,0,6,1,6,70,12,6,0,0,0,30,9,0,41,5,7,0,0,0,21,5,2,2,0,0,22,6,2,23,6,7,8,1,0,26,4,4,0,0,0,0,0,0,26,7,4,0,0,0,93,20,21,215,62,14,5,0,0,9,1,0,0,0,0,2,1,0,6,3,2,0,0,0,1,0,0,0,0,0,0,0,0,18,1,3,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,6,1,0,30,4,3,61,15,7,26,2,0,0,0,0,4,0,0,2,0,1,25,6,3,9,1,0,62,13,2,0,0,0,7,2,1,6,2,0,24,5,2,34,7,1,10,5,0,0,0,0
"I8DIq321Tkm-wi9z5gTv9A",3.55115511551155,303,51,7,10,17,3,4,1,0,0,10,3,1,51,11,10,35,5,2,0,0,0,0,0,0,34,5,7,0,0,0,26,7,2,17,1,4,1,0,0,9,1,2,0,0,0,5,1,3,11,0,1,4,0,2,2,1,0,0,0,0,0,0,0,21,2,3,0,0,0,51,11,17,274,70,21,7,1,0,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,25,6,2,21,4,4,8,1,0,0,0,0,1,0,0,0,0,0,30,7,2,1,0,0,24,3,4,0,0,0,4,0,0,6,3,0,28,2,4,18,4,0,5,4,1,0,0,0
"1bXC3NewRsBL1gecvGXA-g",3.37333333333333,150,13,2,2,5,1,1,1,1,0,8,2,1,5,1,1,24,5,2,0,0,0,2,0,2,13,3,4,0,0,0,0,0,0,1,0,0,0,0,0,7,1,2,0,0,0,17,4,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,11,3,2,0,0,0,23,5,6,29,5,4,0,0,0,2,0,0,2,0,1,3,2,0,3,0,1,0,0,0,3,1,1,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,4,3,5,0,1,0,0,0,1,0,0,0,0,0,9,3,1,0,0,0,19,7,1,0,0,0,0,0,0,5,1,0,7,1,1,7,0,2,1,0,0,0,0,0
